Gene	LogFC	V4	m210_1
SLC6A6	-0.544420062	ensembl_havana	protein_coding
SLC25A33	-0.544450563	ensembl_havana	protein_coding
ATF4	-0.544491122	ensembl_havana	protein_coding
ERMP1	-0.544657334	ensembl_havana	protein_coding
PAK4	-0.545348816	ensembl_havana	protein_coding
FBXO2	-0.545361452	ensembl_havana	protein_coding
PLAC8	-0.545399432	ensembl_havana	protein_coding
IRF5	-0.54544387	ensembl_havana	protein_coding
SIRT4	-0.545524234	ensembl_havana	protein_coding
MAPK1	-0.545826763	ensembl_havana	protein_coding
NUDT14	-0.546492347	ensembl_havana	protein_coding
MT-ND2	-0.546572483	insdc	protein_coding
PDAP1	-0.546910079	ensembl_havana	protein_coding
MARVELD1	-0.547134303	ensembl_havana	protein_coding
PACRGL	-0.547168732	ensembl_havana	protein_coding
GTF3A	-0.547628835	ensembl_havana	protein_coding
ATP13A1	-0.547630879	ensembl_havana	protein_coding
NOP14	-0.547656622	ensembl_havana	protein_coding
NR1H2	-0.547970657	ensembl_havana	protein_coding
PPFIA4	-0.548102509	ensembl_havana	protein_coding
AASDH	-0.548135538	ensembl_havana	protein_coding
AGAP3	-0.548313033	ensembl_havana	protein_coding
MICAL3	-0.548630126	ensembl_havana	protein_coding
CDC40	-0.548813189	ensembl_havana	protein_coding
PLEKHF2	-0.549544346	ensembl_havana	protein_coding
ZNF710	-0.549765865	ensembl_havana	protein_coding
BAX	-0.549956897	ensembl_havana	protein_coding
PRKAR2B	-0.550214837	ensembl_havana	protein_coding
ETV5	-0.550259855	ensembl_havana	protein_coding
RASEF	-0.55035003	ensembl_havana	protein_coding
ASXL1	-0.550681985	ensembl_havana	protein_coding
SNAPC1	-0.55078861	ensembl_havana	protein_coding
CRTC2	-0.550921146	ensembl_havana	protein_coding
LMTK2	-0.550925034	ensembl_havana	protein_coding
ARHGEF11	-0.551787558	ensembl_havana	protein_coding
AP5B1	-0.552214626	ensembl_havana	protein_coding
URI1	-0.55278212	ensembl_havana	protein_coding
RNASET2	-0.552817597	ensembl_havana	protein_coding
CLCN3	-0.552928004	ensembl_havana	protein_coding
MLLT4	-0.552942839	ensembl_havana	protein_coding
IKZF4	-0.553233495	ensembl_havana	protein_coding
DOCK1	-0.553346636	ensembl_havana	protein_coding
CPT2	-0.553368884	ensembl_havana	protein_coding
SSFA2	-0.554336339	ensembl_havana	protein_coding
EXT1	-0.555062268	ensembl_havana	protein_coding
ZNF12	-0.555115832	ensembl_havana	protein_coding
ATP9A	-0.555647319	ensembl_havana	protein_coding
KLK6	-0.556013943	ensembl_havana	protein_coding
ADGRL2	-0.5560364	ensembl_havana	protein_coding
CLPTM1L	-0.55625513	ensembl_havana	protein_coding
DXO	-0.556951252	ensembl_havana	protein_coding
TRAPPC8	-0.556968	ensembl_havana	protein_coding
CREBL2	-0.557323385	ensembl_havana	protein_coding
PRKAB1	-0.557507024	ensembl_havana	protein_coding
RNF145	-0.557754209	ensembl_havana	protein_coding
TMED7	-0.557852465	havana	protein_coding
GPR18	-0.557929628	ensembl_havana	protein_coding
C3	-0.558034726	ensembl_havana	protein_coding
POMT2	-0.558210019	ensembl_havana	protein_coding
FGFR1OP	-0.558262824	ensembl_havana	protein_coding
RING1	-0.558499452	ensembl_havana	protein_coding
CARD10	-0.558629441	ensembl_havana	protein_coding
ADSSL1	-0.559069632	ensembl_havana	protein_coding
TTC23	-0.559693742	ensembl_havana	protein_coding
SCNN1A	-0.55981015	ensembl_havana	protein_coding
SETD5	-0.559880844	ensembl_havana	protein_coding
ARL4C	-0.560438892	ensembl_havana	protein_coding
B3GALT5	-0.560652713	ensembl_havana	protein_coding
MAST2	-0.560673512	ensembl_havana	protein_coding
ASMTL	-0.560788699	ensembl_havana	protein_coding
IP6K1	-0.560851988	ensembl_havana	protein_coding
Sep-08	-0.56102056	ensembl_havana	protein_coding
SLC26A6	-0.561202523	ensembl_havana	protein_coding
LTBP2	-0.561405667	ensembl_havana	protein_coding
CRAMP1	-0.561711092	ensembl_havana	protein_coding
NEO1	-0.562020912	ensembl_havana	protein_coding
AGAP1	-0.562293137	ensembl_havana	protein_coding
UVRAG	-0.562450809	ensembl_havana	protein_coding
NUCB1	-0.562531235	ensembl_havana	protein_coding
ULK3	-0.562860238	ensembl_havana	protein_coding
NCAM2	-0.563170745	ensembl_havana	protein_coding
AGPAT1	-0.563374719	ensembl_havana	protein_coding
SSRP1	-0.563375091	ensembl_havana	protein_coding
ABCC6	-0.563456242	ensembl_havana	protein_coding
MPP7	-0.563785573	ensembl_havana	protein_coding
BTG1	-0.56381115	ensembl_havana	protein_coding
HTT	-0.564351369	ensembl_havana	protein_coding
ZER1	-0.56436466	ensembl_havana	protein_coding
ANXA11	-0.564394354	ensembl_havana	protein_coding
PVRL2	-0.565080174	ensembl_havana	protein_coding
SQSTM1	-0.565104597	ensembl_havana	protein_coding
MACROD1	-0.565277478	ensembl_havana	protein_coding
SULF2	-0.565310062	ensembl_havana	protein_coding
Mar-09	-0.565585213	ensembl_havana	protein_coding
GRWD1	-0.56574695	ensembl_havana	protein_coding
RNF220	-0.565855416	ensembl_havana	protein_coding
NOTCH2	-0.566164482	ensembl_havana	protein_coding
CCDC85C	-0.566206159	ensembl_havana	protein_coding
TYSND1	-0.566873939	ensembl_havana	protein_coding
WNK2	-0.56723043	ensembl_havana	protein_coding
HGH1	-0.567405924	ensembl_havana	protein_coding
UST	-0.567715147	ensembl_havana	protein_coding
HEBP2	-0.567840125	ensembl_havana	protein_coding
MT-ND3	-0.568195517	insdc	protein_coding
VAC14	-0.568279057	ensembl_havana	protein_coding
EME2	-0.568666612	ensembl_havana	protein_coding
ZNF180	-0.568743736	ensembl_havana	protein_coding
THSD4	-0.568913376	ensembl_havana	protein_coding
HLA-A	-0.56902412	ensembl_havana	protein_coding
TM7SF2	-0.569065586	ensembl_havana	protein_coding
DNAJC13	-0.569355184	ensembl_havana	protein_coding
MAN1A1	-0.569380287	ensembl_havana	protein_coding
RNF115	-0.569442229	ensembl_havana	protein_coding
PICALM	-0.569534662	ensembl_havana	protein_coding
MAU2	-0.569586481	ensembl_havana	protein_coding
CYP19A1	-0.569665029	ensembl_havana	protein_coding
TCTN2	-0.57002633	ensembl_havana	protein_coding
NCBP3	-0.57012872	ensembl_havana	protein_coding
SCUBE2	-0.570149302	ensembl_havana	protein_coding
FGFR3	-0.570628368	ensembl_havana	protein_coding
DHX34	-0.570696191	ensembl_havana	protein_coding
SNX3	-0.57070242	ensembl_havana	protein_coding
PRUNE2	-0.570807352	ensembl_havana	protein_coding
FRMD8	-0.570916623	ensembl_havana	protein_coding
STT3B	-0.571112369	ensembl_havana	protein_coding
SYNGR3	-0.571280198	ensembl_havana	protein_coding
HNRNPD	-0.571374896	ensembl_havana	protein_coding
PATL1	-0.571481817	ensembl_havana	protein_coding
CTDSPL	-0.571612256	ensembl_havana	protein_coding
GUSB	-0.57190641	ensembl_havana	protein_coding
MAP1A	-0.572028981	ensembl_havana	protein_coding
ZNF654	-0.573311312	ensembl_havana	protein_coding
MTRNR2L8	-0.573586659	ensembl_havana	protein_coding
ZNF737	-0.573809787	ensembl_havana	protein_coding
ATG14	-0.574753567	ensembl_havana	protein_coding
DTX4	-0.574798525	ensembl_havana	protein_coding
SERBP1	-0.574814711	ensembl_havana	protein_coding
ABCA4	-0.575819889	ensembl_havana	protein_coding
WDFY3	-0.576266287	ensembl_havana	protein_coding
PLEC	-0.576360723	ensembl_havana	protein_coding
PSMD2	-0.576406162	ensembl_havana	protein_coding
ESRP2	-0.576673876	ensembl_havana	protein_coding
CDYL	-0.576730103	ensembl_havana	protein_coding
TJAP1	-0.577845517	ensembl_havana	protein_coding
HNRNPUL1	-0.5779079	ensembl_havana	protein_coding
BAZ1A	-0.57800762	ensembl_havana	protein_coding
HOXC13	-0.578066888	ensembl_havana	protein_coding
CDR2	-0.578092081	ensembl_havana	protein_coding
TONSL	-0.578329977	ensembl_havana	protein_coding
ZNF343	-0.578439089	ensembl_havana	protein_coding
IER3	-0.578656256	ensembl_havana	protein_coding
SURF6	-0.578926523	ensembl_havana	protein_coding
GNS	-0.579992723	ensembl_havana	protein_coding
SPATS2L	-0.580147958	ensembl_havana	protein_coding
ADI1	-0.580172908	ensembl_havana	protein_coding
AIDA	-0.580274148	ensembl_havana	protein_coding
FAM169A	-0.58049063	ensembl_havana	protein_coding
IFNLR1	-0.580566933	ensembl_havana	protein_coding
SNRK	-0.580617119	ensembl_havana	protein_coding
CREBRF	-0.580879309	ensembl_havana	protein_coding
SUPT5H	-0.581368635	ensembl_havana	protein_coding
EPG5	-0.581590731	ensembl_havana	protein_coding
UBE2O	-0.581591018	ensembl_havana	protein_coding
LURAP1L	-0.581719756	ensembl_havana	protein_coding
TMEM51	-0.582012425	ensembl_havana	protein_coding
LARP1	-0.582066096	ensembl_havana	protein_coding
FAM207A	-0.582249398	ensembl_havana	protein_coding
HES1	-0.58245548	ensembl_havana	protein_coding
LRRFIP1	-0.582649895	ensembl_havana	protein_coding
CHST3	-0.58360112	ensembl_havana	protein_coding
IRF9	-0.583775266	ensembl_havana	protein_coding
NFAT5	-0.583844481	ensembl_havana	protein_coding
PPIF	-0.585064717	ensembl_havana	protein_coding
KPNB1	-0.585190125	ensembl_havana	protein_coding
TBC1D4	-0.586809846	ensembl_havana	protein_coding
GPATCH11	-0.586911999	ensembl_havana	protein_coding
ASB6	-0.587216296	ensembl_havana	protein_coding
PGRMC1	-0.587318489	ensembl_havana	protein_coding
PLEKHH1	-0.587582829	ensembl_havana	protein_coding
DHX16	-0.588036782	ensembl_havana	protein_coding
AL049794.1	-0.588250138	ensembl	protein_coding
UBP1	-0.589324267	ensembl_havana	protein_coding
NLE1	-0.589594735	ensembl_havana	protein_coding
HIST1H2AG	-0.589729757	ensembl_havana	protein_coding
MYO5A	-0.590100485	ensembl_havana	protein_coding
PTPRM	-0.590427508	ensembl_havana	protein_coding
ZNF605	-0.590996441	ensembl_havana	protein_coding
ACSF2	-0.591173156	ensembl_havana	protein_coding
GIT1	-0.591559686	ensembl_havana	protein_coding
MLLT6	-0.592117115	ensembl_havana	protein_coding
RRP7A	-0.592159276	ensembl_havana	protein_coding
BACE1	-0.592298413	ensembl_havana	protein_coding
LRRC59	-0.592409759	ensembl_havana	protein_coding
JARID2	-0.592412126	ensembl_havana	protein_coding
ATXN2	-0.592483759	ensembl_havana	protein_coding
ALG10	-0.59250491	ensembl_havana	protein_coding
GPR176	-0.592521999	ensembl_havana	protein_coding
KRT4	-0.592737929	ensembl_havana	protein_coding
ATMIN	-0.593027793	ensembl_havana	protein_coding
ZBED1	-0.593267259	ensembl_havana	protein_coding
ARRDC2	-0.593600526	ensembl_havana	protein_coding
NPAS2	-0.593637477	ensembl_havana	protein_coding
PCBP1	-0.594329649	ensembl_havana	protein_coding
CBX1	-0.594878489	ensembl_havana	protein_coding
MCF2L	-0.594890247	ensembl_havana	protein_coding
PSKH1	-0.595190705	ensembl_havana	protein_coding
DYM	-0.595278095	ensembl_havana	protein_coding
LDB1	-0.595774868	ensembl_havana	protein_coding
GYG2	-0.595969928	ensembl_havana	protein_coding
BTBD1	-0.596030553	ensembl_havana	protein_coding
TMEM30A	-0.596139312	ensembl_havana	protein_coding
ARAP2	-0.596296599	ensembl_havana	protein_coding
LDOC1L	-0.596479589	ensembl_havana	protein_coding
GNA12	-0.596609502	ensembl_havana	protein_coding
ANKLE2	-0.596627464	ensembl_havana	protein_coding
MAP4	-0.596867333	ensembl_havana	protein_coding
SNN	-0.597438709	ensembl_havana	protein_coding
PGM1	-0.597455663	ensembl_havana	protein_coding
TYRO3	-0.597551301	ensembl_havana	protein_coding
MT-CO1	-0.59755773	insdc	protein_coding
FAM81A	-0.59834556	ensembl_havana	protein_coding
SGSM2	-0.59886745	ensembl_havana	protein_coding
PTP4A1	-0.598953359	ensembl_havana	protein_coding
MAPK9	-0.599044539	ensembl_havana	protein_coding
KLHL21	-0.599745776	ensembl_havana	protein_coding
DGCR8	-0.599927894	ensembl_havana	protein_coding
UBE2D2	-0.600079162	ensembl_havana	protein_coding
TSR3	-0.60026918	ensembl_havana	protein_coding
RPH3AL	-0.600479941	ensembl_havana	protein_coding
COX5A	-0.600633449	ensembl_havana	protein_coding
MID2	-0.600753731	ensembl_havana	protein_coding
SESTD1	-0.601109604	ensembl_havana	protein_coding
ZHX3	-0.601277373	ensembl_havana	protein_coding
ECI1	-0.601984875	ensembl_havana	protein_coding
LRP10	-0.602135743	ensembl_havana	protein_coding
ITPRIPL2	-0.602344388	ensembl_havana	protein_coding
SH3BP4	-0.602359249	ensembl_havana	protein_coding
LRP6	-0.60289418	ensembl_havana	protein_coding
HSPB8	-0.603180684	ensembl_havana	protein_coding
ALDH4A1	-0.603794088	ensembl_havana	protein_coding
DPP8	-0.604229676	ensembl_havana	protein_coding
TRAPPC9	-0.604418765	ensembl_havana	protein_coding
SLC30A1	-0.604479744	ensembl_havana	protein_coding
ARHGAP35	-0.605078686	ensembl_havana	protein_coding
JUP	-0.60512176	ensembl_havana	protein_coding
MGMT	-0.605417133	ensembl_havana	protein_coding
C14orf169	-0.605703747	ensembl_havana	protein_coding
ZNF814	-0.606016003	ensembl_havana	protein_coding
PCGF6	-0.606227429	ensembl_havana	protein_coding
CYTH2	-0.606323952	ensembl_havana	protein_coding
CEP164	-0.606654242	ensembl_havana	protein_coding
MAFG	-0.607064738	ensembl_havana	protein_coding
FAM120A	-0.607099729	ensembl_havana	protein_coding
ATP11B	-0.607371339	ensembl_havana	protein_coding
AES	-0.607594477	ensembl_havana	protein_coding
ARHGEF28	-0.608110899	ensembl_havana	protein_coding
GLRB	-0.608441972	ensembl_havana	protein_coding
ANKS3	-0.609050864	ensembl_havana	protein_coding
MOB3A	-0.609851789	ensembl_havana	protein_coding
ADCK2	-0.609983101	ensembl_havana	protein_coding
ZNF526	-0.610033763	ensembl_havana	protein_coding
CDKN1A	-0.610285802	ensembl_havana	protein_coding
FOXK2	-0.610929821	ensembl_havana	protein_coding
WRNIP1	-0.611345118	ensembl_havana	protein_coding
TIMP2	-0.611426105	ensembl_havana	protein_coding
PVR	-0.611906222	ensembl_havana	protein_coding
METTL9	-0.611916861	ensembl_havana	protein_coding
NCKAP1	-0.612033376	ensembl_havana	protein_coding
BIRC3	-0.612079083	ensembl_havana	protein_coding
RPS6KA3	-0.612162238	ensembl_havana	protein_coding
BRPF3	-0.61292111	ensembl_havana	protein_coding
KCNK6	-0.61334406	ensembl_havana	protein_coding
TRNP1	-0.613845182	ensembl_havana	protein_coding
WIZ	-0.614193694	ensembl_havana	protein_coding
PLCG1	-0.614194736	ensembl_havana	protein_coding
TSPAN14	-0.614328098	ensembl_havana	protein_coding
MT-ND1	-0.61445091	insdc	protein_coding
UBA1	-0.614523927	ensembl_havana	protein_coding
SLC25A39	-0.614879451	ensembl_havana	protein_coding
MYCBP	-0.615897912	ensembl_havana	protein_coding
DENND4B	-0.616014397	ensembl_havana	protein_coding
ABHD14B	-0.616861059	ensembl_havana	protein_coding
TMEM181	-0.617313929	ensembl_havana	protein_coding
MCCC2	-0.617493716	ensembl_havana	protein_coding
CCDC24	-0.61773858	ensembl_havana	protein_coding
PKIG	-0.617903143	ensembl_havana	protein_coding
HSBP1L1	-0.617920498	ensembl_havana	protein_coding
GLB1L	-0.618137705	ensembl_havana	protein_coding
ZC2HC1C	-0.618428606	ensembl_havana	protein_coding
FAM222B	-0.619239211	ensembl_havana	protein_coding
SMIM10L1	-0.620500571	ensembl_havana	protein_coding
FUCA1	-0.620575454	ensembl_havana	protein_coding
MAP2K3	-0.620725137	ensembl_havana	protein_coding
CHRNB1	-0.621940538	ensembl_havana	protein_coding
GTPBP2	-0.622611693	ensembl_havana	protein_coding
CMTM4	-0.623063461	ensembl_havana	protein_coding
SFMBT2	-0.623187979	ensembl_havana	protein_coding
ZNF778	-0.623328425	ensembl_havana	protein_coding
TEAD1	-0.623842977	ensembl_havana	protein_coding
ST3GAL5	-0.624076185	ensembl_havana	protein_coding
ME1	-0.624505522	ensembl_havana	protein_coding
Mar-08	-0.62451091	ensembl_havana	protein_coding
PM20D2	-0.624637964	ensembl_havana	protein_coding
ATM	-0.625031523	ensembl_havana	protein_coding
IL4R	-0.625056484	ensembl_havana	protein_coding
MAMDC4	-0.62525277	ensembl_havana	protein_coding
SH3PXD2B	-0.625400603	ensembl_havana	protein_coding
DBN1	-0.625775263	ensembl_havana	protein_coding
HIPK2	-0.626075682	ensembl_havana	protein_coding
DHX57	-0.626325929	ensembl_havana	protein_coding
TBC1D12	-0.626356066	ensembl_havana	protein_coding
TCOF1	-0.626495368	ensembl_havana	protein_coding
C17orf96	-0.6265928	ensembl_havana	protein_coding
RHPN1	-0.626674513	ensembl_havana	protein_coding
IRF6	-0.627235551	ensembl_havana	protein_coding
PPP1R15A	-0.627418194	ensembl_havana	protein_coding
GATA3	-0.627555315	ensembl_havana	protein_coding
SIPA1L2	-0.627710475	ensembl_havana	protein_coding
PTPRH	-0.627940403	ensembl_havana	protein_coding
CUL9	-0.628260917	ensembl_havana	protein_coding
NME4	-0.62836286	ensembl_havana	protein_coding
MAPKAPK2	-0.628393752	ensembl_havana	protein_coding
SLC7A2	-0.628450149	ensembl_havana	protein_coding
ATG2B	-0.628706312	ensembl_havana	protein_coding
SAV1	-0.628874976	ensembl_havana	protein_coding
AKIRIN1	-0.6293028	ensembl_havana	protein_coding
TM4SF18	-0.62935828	ensembl_havana	protein_coding
PLXNB2	-0.630226108	ensembl_havana	protein_coding
RRBP1	-0.630277983	ensembl_havana	protein_coding
CDKN1B	-0.63069914	ensembl_havana	protein_coding
JADE2	-0.630813493	ensembl_havana	protein_coding
HERC1	-0.630837166	ensembl_havana	protein_coding
BRAP	-0.631335539	ensembl_havana	protein_coding
GNB1	-0.631376117	ensembl_havana	protein_coding
WASF3	-0.631440773	ensembl_havana	protein_coding
MAMLD1	-0.631492573	ensembl_havana	protein_coding
HS6ST3	-0.631539093	ensembl_havana	protein_coding
PGBD4	-0.631846692	ensembl_havana	protein_coding
CMIP	-0.631851733	ensembl_havana	protein_coding
PPP1R18	-0.631852592	ensembl_havana	protein_coding
CDK12	-0.631920577	ensembl_havana	protein_coding
ATP2A2	-0.632755583	ensembl_havana	protein_coding
TLE2	-0.632996446	ensembl_havana	protein_coding
PANK1	-0.633090382	ensembl_havana	protein_coding
HIPK1	-0.633334752	ensembl_havana	protein_coding
CAPN1	-0.633653433	ensembl_havana	protein_coding
KCMF1	-0.634013585	ensembl_havana	protein_coding
RCN1	-0.63449626	ensembl_havana	protein_coding
GBA2	-0.63511942	ensembl_havana	protein_coding
ZNF408	-0.635391803	ensembl_havana	protein_coding
RALY	-0.635730879	ensembl_havana	protein_coding
CDK9	-0.635972677	ensembl_havana	protein_coding
HMGN1	-0.636227711	ensembl_havana	protein_coding
CHDH	-0.636261519	ensembl_havana	protein_coding
MPRIP	-0.636477468	ensembl_havana	protein_coding
TRIP6	-0.636491668	ensembl_havana	protein_coding
ITGAV	-0.636496719	ensembl_havana	protein_coding
SLC17A5	-0.636701321	ensembl_havana	protein_coding
CREBBP	-0.636746312	ensembl_havana	protein_coding
HSPBP1	-0.636876948	ensembl_havana	protein_coding
LRRC61	-0.637280518	ensembl_havana	protein_coding
NUMA1	-0.637357041	ensembl_havana	protein_coding
OSBPL8	-0.637364034	ensembl_havana	protein_coding
SRP68	-0.637519351	ensembl_havana	protein_coding
ARL5B	-0.638077433	ensembl_havana	protein_coding
CACNB3	-0.638301106	ensembl_havana	protein_coding
KIAA0895L	-0.638482144	ensembl_havana	protein_coding
AKT1	-0.638611144	ensembl_havana	protein_coding
AP1S3	-0.638632668	ensembl_havana	protein_coding
CCDC86	-0.638676437	ensembl_havana	protein_coding
P2RY2	-0.63906704	ensembl_havana	protein_coding
DENND1A	-0.639512218	ensembl_havana	protein_coding
PABPC3	-0.639785032	ensembl_havana	protein_coding
CCNJL	-0.640208478	ensembl_havana	protein_coding
CYP1B1	-0.640398336	ensembl_havana	protein_coding
DNMT3A	-0.640911159	ensembl_havana	protein_coding
SOS2	-0.640971127	ensembl_havana	protein_coding
EPB41	-0.641395237	ensembl_havana	protein_coding
FAT4	-0.641643428	ensembl_havana	protein_coding
